brand,model,model_year,mileage,fuel_type,engine,transmission,ext_col,int_col,accident,price
Mazda,MX-5 Miata Base,1992,125800,–,,,Red,Black,No,11500.0
Chrysler,Crossfire Limited,2005,116320,Gasoline,3.2L,,Gray,Red,Yes,6000.0
Audi,S5 4.2 Premium Plus,2011,156875,Gasoline,4.2L,,Black,Red,Yes,9900.0
Tesla,Model X Base,2023,197,,,,Blue,Black,No,85000.0
Cadillac,CT4 Luxury,2020,35200,Gasoline,2.0L,,Blue,Black,No,28500.0
Maserati,Ghibli S Q4,2014,76000,Gasoline,3.0L,,Black,Black,No,19000.0
Jaguar,F-PACE 25t Premium,2019,29000,Gasoline,2.0L,,White,Black,No,34500.0
BMW,750 i xDrive,2019,33499,Gasoline,4.4L,,Gray,Black,Yes,44495.0
Acura,TLX V6 Advance,2019,25779,Gasoline,3.5L,Automatic,Platinum White Pearl,Ebony,Yes,30999.0
GMC,Terrain SLT-1,2015,76296,Gasoline,2.4L,,Gray,Black,Yes,9500.0
BMW,i3 Base w/Range Extender,2014,29553,,0.65L,,Black,Gray,No,12800.0
Nissan,Versa 1.8 S,2011,109902,Gasoline,1.8L,,Blue,Gray,No,4500.0
Mercedes-Benz,C-Class C 300 4MATIC,2019,23083,Gasoline,2.0L,,White,Beige,No,33500.0
Toyota,Matrix XRS,2003,143600,Gasoline,1.8L,,Black,Black,No,4199.0
RAM,1500 Limited,2021,22000,Gasoline,5.7L,,Black,Black,No,54800.0
Mercedes-Benz,AMG E 53 Base 4MATIC,2022,13000,Hybrid,3.0L,,Silver,Black,No,81500.0
Audi,A5 2.0T Premium,2018,53000,Gasoline,2.0L,,White,Brown,Yes,28000.0
Lincoln,Navigator Reserve,2019,44741,Gasoline,3.5L,,Beige,Beige,No,52999.0
Audi,A6 3.2 quattro,2008,202000,Gasoline,3.2L,,Blue,Gray,Yes,5700.0
Chevrolet,Silverado 1500 LT Crew Cab,2006,215000,Gasoline,6.0L,,Black,Black,Yes,6995.0
Mercedes-Benz,S-Class S 560,2019,77138,Gasoline,,Automatic,designo Diamond White,Black,No,49998.0
Volvo,XC90 T6 Momentum,2018,90641,Gasoline,2.0L,Automatic,White,Amber,No,25999.0
Toyota,Camry SE,2011,177702,Gasoline,2.5L,,Gray,Gray,Yes,7700.0
Mercedes-Benz,Metris Base,2018,58350,Gasoline,2.0L,,Black,Black,No,29497.0
Chevrolet,Camaro 2LT,2010,86170,Gasoline,3.6L,,Black,Black,Yes,17000.0
Mazda,MX-5 Miata Grand Touring,2012,36568,Gasoline,2.0L,,Blue,Beige,Yes,20199.0
Ford,Escape SE,2015,54357,Gasoline,1.6L,,White,Gray,No,16250.0
Mercedes-Benz,S-Class S 63 AMG,2015,20394,Gasoline,,Automatic,Black,Black,Yes,59598.0
Kia,Niro EX,2023,7578,Hybrid,1.6L,Automatic,Snow White Pearl,Charcoal,No,31113.0
Porsche,Boxster Base,2010,64800,Gasoline,2.9L,,Gray,Gray,Yes,20900.0
Toyota,4Runner Trail,2016,117780,Gasoline,4.0L,,Gray,Black,No,27750.0
Hyundai,Kona EV SEL,2019,33100,,,,Black,Black,No,18200.0
Land,Rover Range Rover Evoque SE,2016,86202,Gasoline,2.0L,,Black,Black,No,18750.0
Ford,E350 Super Duty XLT,2012,163000,E85 Flex Fuel,5.4L,,White,Gray,No,19550.0
Mercedes-Benz,SL-Class SL500 Roadster,2004,35400,Gasoline,5.0L,,Black,Gray,No,24900.0
Jeep,Compass Trailhawk,2018,31000,Gasoline,2.4L,,Gray,Black,No,22000.0
Mercedes-Benz,S-Class S 560 4MATIC,2018,103069,Gasoline,,Automatic,Anthracite Blue Metallic,Silk Beige/Espresso Brown,No,40998.0
Mercedes-Benz,G-Class G 550 4MATIC,2021,22480,Gasoline,4.0L,,White,Brown,No,135800.0
Tesla,Model X P90D,2016,91000,,,,Silver,White,No,39500.0
Lexus,IS-F Base,2010,41500,Gasoline,5.0L,,Blue,Black,Yes,44800.0
BMW,335 i,2010,91545,Gasoline,3.0L,,Black,Black,No,13000.0
Audi,RS 7 4.0T,2022,4100,Hybrid,4.0L,,Blue,Black,No,162500.0
Buick,Lucerne CXL,2006,110000,Gasoline,4.6L,,Gold,Beige,No,5000.0
Lincoln,MKX Reserve,2016,88000,Gasoline,2.7L,,Black,Black,No,18500.0
Nissan,Armada Platinum,2018,42833,Gasoline,5.6L,,Blue,Gray,No,37000.0
Porsche,911 Carrera,2020,23278,Gasoline,,Automatic,Blue,–,No,114998.0
Mercedes-Benz,E-Class 400E,1993,106983,–,,,White,Gray,No,15300.0
BMW,435 Gran Coupe i,2015,60100,Gasoline,3.0L,,Blue,Beige,No,24995.0
Jeep,Wagoneer Series III,2022,17381,Gasoline,5.7L,Automatic,Velvet Red Pearlcoat,Global Black,No,69685.0
Cadillac,ATS 2.5L,2013,63172,Gasoline,2.5L,,Black,Black,Yes,12995.0
Ford,Transit Connect XLT,2010,72000,Gasoline,2.0L,,White,Gray,Yes,10900.0
Kia,EV6 GT-Line,2022,4820,,,,Red,Black,No,47500.0
Audi,S5 3.0T Premium Plus,2014,67900,Gasoline,3.0L,,Silver,Black,Yes,25990.0
Toyota,Tundra SR,2018,51000,Gasoline,5.7L,,Black,Gray,No,38000.0
Jeep,Wrangler Unlimited Freedom Edition,2013,54500,Gasoline,3.6L,,Green,Black,No,35000.0
Maserati,Quattroporte Base,2006,61840,Gasoline,4.2L,,Gray,Beige,No,16500.0
Mercedes-Benz,CLS-Class CLS500,2006,28950,Gasoline,5.0L,,Blue,Beige,Yes,16750.0
GMC,Sierra 3500 SLE,2002,300000,Diesel,6.6L,,Black,Gray,Yes,5000.0
Nissan,Frontier SL,2011,103400,Gasoline,4.0L,,Gray,Gray,Yes,17000.0
BMW,M5 Base,2023,816,Gasoline,4.4L,Automatic,Alpine White,Black,No,109900.0
Porsche,911 R,2016,719,Gasoline,4.0L,Manual,White,Black / Brown,No,489000.0
Land,Rover Defender X-Dynamic SE,2023,3678,Hybrid,,Automatic,Fuji White,Black,No,81998.0
Ford,F-150 XL,2016,107000,E85 Flex Fuel,5.0L,,White,Gray,Yes,22000.0
BMW,M8 Competition,2022,5018,Gasoline,,Automatic,–,Sakhir Orange/Black,No,114998.0
Porsche,911 Carrera S,2010,13850,Gasoline,3.8L,,Black,Black,No,71400.0
Volvo,XC70 3.2,2008,46700,Gasoline,3.2L,,White,Beige,Yes,11400.0
Chrysler,300 Touring,2021,21478,Gasoline,,Automatic,Silver Mist,Black,No,27798.0
Honda,Insight EX,2020,64200,Hybrid,1.5L,,White,Black,Yes,20499.0
Porsche,Cayman S,2006,31075,Gasoline,3.4L,Automatic,Black,Black / Stone Grey,No,36250.0
Tesla,Model Y Performance,2022,25250,,,,White,White,No,47800.0
BMW,M5 Competition,2020,35400,Gasoline,4.4L,,Orange,Black,No,71950.0
Audi,S4 4.2 quattro,2004,74030,Gasoline,4.2L,,Silver,Gray,No,16000.0
Ford,F-250 Platinum,2021,48549,Diesel,6.7L,Automatic,Antimatter Blue Metallic,Black,No,69998.0
Kia,Seltos S,2023,5182,Gasoline,2.0L,,White,Black,No,32500.0
RAM,ProMaster 2500 High Roof,2019,31681,Gasoline,3.6L,,White,Black,Yes,33500.0
BMW,M760 M760i xDrive,2020,23430,Gasoline,,Automatic,White,Black,No,80998.0
Mercedes-Benz,E-Class E 400,2015,30300,Gasoline,3.0L,,White,Black,Yes,29000.0
Cadillac,XTS Luxury,2016,112000,Gasoline,3.6L,,Blue,Beige,Yes,14599.0
INFINITI,Q50 Premium,2014,127356,Gasoline,3.7L,,Black,Black,Yes,19990.0
Volkswagen,Touareg V6 Executive,2017,50600,Gasoline,3.6L,,Red,Brown,Yes,28890.0
Chevrolet,Suburban 1500 LTZ,2011,194000,E85 Flex Fuel,5.3L,,Black,Black,No,9950.0
Toyota,Tundra SR5,2021,33455,Gasoline,5.7L,,Green,Black,No,44750.0
BMW,X1 sDrive28i,2022,43000,Gasoline,2.0L,,Gray,Black,No,35750.0
Mercedes-Benz,GL-Class GL 550 4MATIC,2016,46102,Gasoline,4.7L,,Black,Beige,No,35300.0
Cadillac,XTS Luxury,2019,59000,Gasoline,3.6L,,Black,Black,No,21000.0
Jaguar,XJ8 Base,2004,134000,Gasoline,4.2L,,Black,Beige,Yes,9500.0
Chevrolet,Camaro ZL1,2020,3715,Gasoline,6.2L,,Black,Black,No,150000.0
Mercedes-Benz,Sprinter 2500,2012,100245,Diesel,3.0L,,White,–,Yes,24000.0
Mercedes-Benz,C-Class C 300 4MATIC,2022,8583,Gasoline,2.0L,Automatic,Cirrus Silver Metallic,AMG Black,No,42999.0
Dodge,Dakota SLT,2003,141800,Gasoline,4.7L,,Red,Gray,Yes,5700.0
Audi,A5 2.0T Premium Plus,2012,77000,Gasoline,2.0L,,White,Black,No,13800.0
Audi,A5 2.0T Premium,2018,67035,Gasoline,2.0L,,Pink,Brown,Yes,31500.0
Audi,S5 3.0 Premium Plus,2012,61450,Gasoline,3.0L,,White,Gray,No,19500.0
Porsche,Panamera GTS,2015,39500,Gasoline,4.8L,,Black,Black,No,52590.0
Mercedes-Benz,AMG GT C,2020,6600,Gasoline,4.0L,,Black,Beige,No,128900.0
Chevrolet,Camaro 2SS,2023,2300,Gasoline,6.2L,,Red,Black,No,51500.0
Audi,Q7 Premium Plus,2023,10601,Hybrid,,Automatic,Mythos Black,Black,No,61998.0
Maserati,GranTurismo MC,2018,18000,Gasoline,4.7L,,Red,Black,No,67000.0
GMC,Sierra 2500 AT4,2022,31681,Gasoline,6.6L,Automatic,Cayenne Red Tintcoat,Jet Black,Yes,67963.0
Cadillac,XT6 Sport AWD,2020,24114,Gasoline,3.6L,Automatic,Garnet Red Metallic,Jet Black,Yes,49427.0
Jeep,Grand Cherokee L Laredo,2022,22109,Gasoline,3.6L,Automatic,Bright White Clearcoat,Global Black,Yes,43389.0
Chevrolet,Avalanche 1500 LT,2012,148000,E85 Flex Fuel,5.3L,,Black,Black,No,18000.0
BMW,M5 Base,2018,41000,Gasoline,4.4L,,White,White,No,60200.0
Nissan,Titan SE,2009,127600,E85 Flex Fuel,5.6L,,Brown,Gray,No,19500.0
Dodge,Ram 1500 SRT-10 Quad Cab,2005,138450,Gasoline,8.3L,,Red,Black,Yes,19000.0
GMC,Sierra 1500 SLT,2013,230000,E85 Flex Fuel,5.3L,,White,Black,No,15500.0
Lexus,RX 350 F Sport,2017,53649,Gasoline,3.5L,,Black,Red,No,33000.0
Mercedes-Benz,GL-Class GL 450 4MATIC,2012,174000,Gasoline,4.6L,,Black,Black,Yes,11999.0
INFINITI,QX80 Luxe,2022,49860,Gasoline,5.6L,Automatic,Black Obsidian,Graphite,Yes,47645.0
Mercedes-Benz,AMG C 63 S,2021,13650,Gasoline,4.0L,,Blue,Black,No,75000.0
BMW,528 i xDrive,2016,134000,Gasoline,2.0L,,Brown,Brown,Yes,13500.0
Porsche,911 Carrera,2014,78000,Gasoline,3.4L,,Brown,Brown,No,68000.0
Porsche,Boxster S,2005,65750,Gasoline,3.2L,,Blue,Gray,No,21750.0
BMW,X6 M Base,2021,18000,Gasoline,4.4L,,Black,Black,No,94000.0
Ford,Mustang Premium,2007,121630,Gasoline,4.0L,,White,Black,No,9450.0
Rivian,R1S Launch Edition,2023,4500,,,,Silver,Gray,No,89999.0
Volvo,XC90 Recharge Plug-In Hybrid T8 Inscription 7 Passenger,2022,9408,Hybrid,2.0L,Automatic,Black,Gray,No,61999.0
BMW,528 i xDrive,2016,120000,Gasoline,2.0L,,White,White,No,16000.0
Cadillac,Escalade ESV Platinum,2016,168600,Gasoline,6.2L,,White,Beige,No,29500.0
Chevrolet,Corvette Base,2004,43705,Gasoline,5.7L,,Gray,Black,No,25900.0
Audi,A5 2.0T Premium,2013,111000,Gasoline,2.0L,,Blue,Beige,No,11500.0
Audi,TT 2.0T Premium,2012,64549,Gasoline,2.0L,,Silver,Black,No,17000.0
Buick,LaCrosse CX,2007,53000,Gasoline,3.8L,,Red,Gray,No,6500.0
Chevrolet,Camaro 2SS,2017,13465,Gasoline,6.2L,,White,Black,No,44900.0
Tesla,Model Y Long Range,2023,5844,,,,White,Black,No,52000.0
BMW,M3 Base,2015,74000,Gasoline,3.0L,,Gray,Black,No,40000.0
Kia,Optima LX,2011,100331,Gasoline,2.4L,,Red,–,Yes,6900.0
Toyota,Supra 3.0 Premium,2022,24850,Gasoline,3.0L,,Black,Black,No,53568.0
Lincoln,Nautilus Reserve,2021,17467,Gasoline,2.0L,Automatic,Pristine White,Slate,No,43860.0
Nissan,Pathfinder SL,2015,115000,Gasoline,3.5L,,Gray,Black,No,11995.0
BMW,X5 xDrive50i,2015,72000,Gasoline,4.4L,,Black,Brown,Yes,26500.0
Mazda,MazdaSpeed3 Grand Touring,2008,162000,Gasoline,2.3L,,Black,Black,Yes,6500.0
GMC,Yukon XL SLT,2017,47589,Gasoline,5.3L,,Black,Black,No,45500.0
Toyota,bZ4X Limited,2023,6548,,,Automatic,Wind Chill Pearl,Black,No,41999.0
RAM,ProMaster 2500 High Roof,2018,10339,Gasoline,3.6L,,White,Gray,No,36990.0
RAM,1500 Classic SLT,2021,32092,Gasoline,3.6L,Automatic,Patriot Blue Pearlcoat,Black,No,35113.0
Lexus,GS 350 Base,2014,85275,Gasoline,,Automatic,Nebula Gray Pearl,Black,Yes,23998.0
Hyundai,Tucson Limited,2016,138000,Gasoline,1.6L,,Brown,Beige,No,10990.0
Chevrolet,SSR Base,2003,87500,Gasoline,5.3L,,Red,Black,No,16999.0
Maserati,GranTurismo Base,2013,34920,Gasoline,4.7L,,Gray,Brown,No,38900.0
Tesla,Model X Performance,2020,27224,,,Automatic,Black,Black,No,65999.0
BMW,M2 Base,2018,25000,Gasoline,3.0L,,Black,Black,No,52000.0
Tesla,Model Y Long Range,2021,14642,,,,Red,Black,No,48500.0
Subaru,Outback 2.5i Limited,2015,162000,Gasoline,2.5L,,Gray,Black,No,13999.0
Buick,Roadmaster Estate,1996,119500,Gasoline,5.7L,,White,Beige,Yes,16999.0
Land,Rover Range Rover 5.0L Supercharged,2017,101800,Gasoline,5.0L,,Silver,Black,No,36500.0
Ford,Expedition Max XLT,2021,84351,Gasoline,3.5L,Automatic,Blue,Ebony,No,42691.0
Nissan,Leaf SL,2012,26930,,,,White,Beige,No,6700.0
Toyota,Tacoma TRD Pro,2019,40698,Gasoline,3.5L,,Super White,Black,No,42886.0
Mercedes-Benz,AMG GT 63 S 4-Door,2020,40000,Gasoline,4.0L,,Black,Red,No,112500.0
BMW,230 i,2019,30000,Gasoline,2.0L,,Blue,Beige,Yes,29000.0
Lexus,ES 350 Base,2007,78980,Gasoline,3.5L,,Silver,Beige,Yes,10600.0
Porsche,911 Carrera S Cabriolet,2007,28844,Gasoline,3.8L,Manual,White,Beige,Yes,69995.0
Porsche,Taycan Turbo,2020,21028,,,,BLACK,BEIGE,No,96900.0
Maserati,Levante Modena,2023,5409,Gasoline,3.0L,Automatic,Blu,Black,No,88950.0
Dodge,Challenger SRT Hellcat,2020,12700,Gasoline,6.2L,,Black,Black,Yes,69900.0
Mazda,Mazda6 Touring,2021,19000,Gasoline,2.5L,,Blue,Black,Yes,25900.0
Audi,S4 3.0T Premium,2019,12000,Gasoline,3.0L,,Black,Black,No,48000.0
Ford,Mustang GT Premium,2016,25717,Gasoline,5.0L,,Black,Black,No,33900.0
Tesla,Model Y Long Range,2022,12055,,,,Blue,Black,No,44400.0
Audi,TTS 2.0T Premium Plus,2011,69700,Gasoline,2.0L,,Orange,–,Yes,23000.0
BMW,M2 Competition,2020,25013,Gasoline,3.0L,,Black,Black,No,55000.0
Audi,Q4 e-tron Sportback Premium,2023,1156,,,,Blue,Black,No,54900.0
BMW,740 i,2016,57939,Gasoline,3.0L,,Gray,Black,No,27500.0
Mercedes-Benz,AMG GLE 43 Coupe 4MATIC,2018,52694,Gasoline,3.0L,,Gray,Black,No,49999.0
Mercedes-Benz,S-Class S 550 4MATIC,2015,54000,Gasoline,4.7L,,White,Beige,No,37000.0
Honda,S2000 Base,2002,110500,Gasoline,2.0L,,Yellow,Red,No,27000.0
Chevrolet,Corvette Base,2000,97500,Gasoline,5.7L,,Yellow,Black,No,10000.0
Chevrolet,Colorado Z71,2020,20909,Gasoline,3.6L,Automatic,Red,Jet Black,No,35387.0
Mercedes-Benz,S-Class S 63 AMG,2013,77648,Gasoline,5.5L,,Silver,Black,No,40000.0
Bentley,Continental GTC Base,2013,79422,Gasoline,6.0L,,Black,Black,No,64000.0
GMC,Sierra 2500 SLE H/D Extended Cab,2002,53850,Gasoline,8.1L,,Silver,Gray,Yes,16900.0
Audi,SQ5 3.0T Premium,2020,21832,Gasoline,3.0L,,Blue,Black,No,42000.0
Toyota,Corolla iM Base,2017,41932,Gasoline,1.8L,,Black,Black,No,18700.0
GMC,Yukon XL SLT,2017,110000,Gasoline,5.3L,,Blue,Black,Yes,34999.0
Toyota,Tundra 1794,2020,67400,Gasoline,5.7L,,Black,Brown,No,47500.0
Subaru,WRX Premium,2017,62662,Gasoline,2.0L,,Red,Black,Yes,24000.0
Subaru,WRX Base,2015,102000,Gasoline,2.0L,,White,Black,Yes,18000.0
INFINITI,Q50 Premium,2014,79785,Gasoline,3.7L,,Red,White,Yes,16488.0
Chevrolet,Suburban Premier,2017,166549,Gasoline,5.3L,,White,Beige,Yes,24950.0
Toyota,Sequoia Limited,2006,190656,Gasoline,4.7L,,Black,Gray,Yes,8900.0
Dodge,Challenger R/T Scat Pack,2016,7928,–,,,Red,Red,No,37500.0
Porsche,Cayenne GTS,2009,135606,Gasoline,4.8L,,Black,Black,No,15000.0
Kia,Telluride S,2023,14700,Gasoline,3.8L,,Blue,Black,No,39900.0
Mercedes-Benz,AMG E 63 S 4MATIC,2019,12985,Gasoline,4.0L,,Gray,Black,Yes,96000.0
BMW,Z4 sDrive35is,2014,4200,Gasoline,3.0L,,White,Red,No,64995.0
Subaru,Impreza 2.0i Sport,2017,44000,Gasoline,2.0L,,Red,Black,No,23500.0
Dodge,Dart SE,2015,66000,Gasoline,2.0L,,Black,Black,No,12000.0
Land,Rover Range Rover P525 Westminster,2021,17945,Gasoline,5.0L,Automatic,Santorini Black Metallic,Ebony,No,89900.0
Nissan,370Z Base,2013,106700,Gasoline,3.7L,,Red,Black,No,17500.0
Cadillac,Escalade ESV Luxury,2020,120000,Gasoline,6.2L,,Black,Black,No,55000.0
Mercedes-Benz,E-Class E 350,2012,59600,Gasoline,3.5L,,White,Beige,No,19900.0
Kia,Optima Hybrid EX,2012,117220,Hybrid,2.4L,,Black,Black,No,8900.0
Chevrolet,Silverado 3500 LTZ,2022,85200,Diesel,6.6L,,Silver,Gray,No,67500.0
Volkswagen,Golf GTI 2.0T SE 4-Door,2018,63450,Gasoline,2.0L,,White,Black,No,24325.0
Dodge,Ram 1500 SRT-10,2004,73000,Gasoline,8.3L,,Black,Gray,No,22500.0
Scion,tC Anniversary Edition,2014,115000,Gasoline,2.5L,,Silver,Silver,No,11495.0
Land,Rover Range Rover 5.0L Supercharged Autobiography,2016,56000,Gasoline,5.0L,,Black,Brown,No,49900.0
Lexus,LS 500 Base,2018,67296,Gasoline,3.5L,Automatic,–,–,No,40900.0
Chevrolet,Suburban 1500 LT,2015,179200,Gasoline,5.3L,,Black,–,Yes,16000.0
Maserati,GranTurismo Base,2015,28000,Gasoline,4.7L,,White,Red,No,44999.0
Porsche,911 Carrera Turbo,2003,155000,Gasoline,3.6L,,Black,Black,No,55000.0
Hyundai,Sonata Hybrid Base,2012,154000,Hybrid,2.4L,,Green,Gray,Yes,8500.0
Cadillac,CTS Luxury,2012,62500,Gasoline,3.0L,,Red,Beige,Yes,18955.0
BMW,323 Ci,2000,177700,Gasoline,2.5L,,Silver,Black,No,2500.0
Tesla,Model 3 Standard Range Plus,2019,83700,,,,Black,Black,Yes,26000.0
Chevrolet,1500 Cheyenne Extended Cab,1995,120000,–,,,White,Brown,Yes,6500.0
Nissan,370Z Touring,2012,65000,Gasoline,3.7L,,Gray,Black,No,21500.0
Mercedes-Benz,GLS 450 Base 4MATIC,2018,62808,Gasoline,,Automatic,Black,–,Yes,38598.0
Ford,Mustang GT Premium,2021,3000,Gasoline,5.0L,,Red,Black,No,49500.0
Audi,Q5 2.0T Premium,2012,119000,Gasoline,2.0L,,Gray,–,No,12000.0
RAM,2500 Big Horn,2013,198868,Diesel,6.7L,,Brown,Beige,No,25000.0
Dodge,Ram 1500 ST,2011,188000,Gasoline,3.7L,,Silver,Black,Yes,8500.0
Mercedes-Benz,C-Class C 300 4MATIC Sport,2013,157405,Gasoline,3.5L,,Black,Black,No,10750.0
Dodge,Challenger SRT Hellcat,2016,8228,Gasoline,6.2L,,Blue,Black,No,62500.0
Land,Rover Range Rover 3.0L Supercharged HSE,2018,73101,Gasoline,3.0L,,Blue,Beige,No,42950.0
BMW,M4 Base,2018,10950,Gasoline,3.0L,,White,White,No,60995.0
Mercedes-Benz,S-Class S 560 4MATIC,2018,63160,Gasoline,4.0L,,Black,–,Yes,47000.0
Land,Rover Range Rover 5.0L V8 Supercharged,2019,31866,Gasoline,,Automatic,–,–,No,68900.0
Chevrolet,Express 3500 Base,2009,75000,Gasoline,6.0L,,White,Gray,No,18900.0
Toyota,4Runner TRD Pro,2016,98000,Gasoline,4.0L,,Black,Black,Yes,36000.0
Mazda,MX-5 Miata Grand Touring,2012,33576,Gasoline,2.0L,,Red,Beige,No,18900.0
Volkswagen,Touareg VR6 Lux,2012,123200,Gasoline,3.6L,,Gray,Beige,Yes,12449.0
Jaguar,XJ Base,2013,112000,Gasoline,3.0L,,Blue,White,No,8800.0
Chevrolet,Camaro 2SS,2010,68000,Gasoline,6.2L,,Gray,Gray,Yes,19500.0
INFINITI,G37 x,2012,120000,Gasoline,3.7L,,Red,Black,Yes,14500.0
BMW,X6 xDrive50i,2019,45000,Gasoline,4.4L,,Silver,Black,Yes,46999.0
Chevrolet,Camaro LT1,2022,6700,Gasoline,6.2L,,Gray,Black,No,39500.0
Porsche,Taycan Base,2021,6785,,,Automatic,Gentian Blue Metallic,Black,No,108900.0
Mercedes-Benz,S-Class S 63 AMG,2015,40900,Gasoline,5.5L,,White,–,No,59750.0
Cadillac,Escalade ESV Premium Luxury,2018,74150,Gasoline,6.2L,,Gold,Brown,No,45000.0
Toyota,Camry Hybrid XLE,2014,94448,Hybrid,2.5L,,Silver,Gray,No,15999.0
Audi,A6 3.0T Prestige,2015,108000,Gasoline,3.0L,,Black,Brown,No,19998.0
BMW,X5 M Base,2012,118000,Gasoline,4.4L,,White,Orange,Yes,17000.0
Jaguar,F-PACE SVR,2020,38800,Gasoline,5.0L,,Black,Black,No,57500.0
BMW,740 i,2017,55000,Gasoline,3.0L,,White,Black,No,40000.0
BMW,M340 i xDrive,2021,34967,Hybrid,3.0L,,Blue,Beige,Yes,49999.0
Jeep,Wrangler Unlimited Sport,2016,85325,Gasoline,3.6L,,Black,Black,No,30000.0
RAM,2500 Tradesman,2018,63750,Gasoline,6.4L,,Gray,Gray,No,36000.0
Ford,Mustang V6,2016,87248,Gasoline,3.7L,,Black,Black,No,19999.0
BMW,328 i,1997,206000,Gasoline,2.8L,,Red,Black,Yes,15900.0
Mercedes-Benz,GL-Class GL 450,2011,112854,Gasoline,4.7L,,White,Black,No,11999.0
Rivian,R1S Adventure Package,2023,1150,,,,Green,Black,No,96850.0
Tesla,Model Y Long Range,2023,10000,,,,Blue,Black,No,48000.0
Mercedes-Benz,E-Class E 350,2022,14100,Gasoline,2.0L,,Gray,Black,No,53000.0
BMW,X7 xDrive40i,2023,14360,Hybrid,3.0L,,Black,Black,No,85495.0
Chevrolet,Trailblazer RS,2023,10000,Gasoline,1.3L,,Blue,Black,No,32000.0
Chevrolet,Suburban 1500 LTZ,2015,217500,Gasoline,5.3L,,Black,Black,No,20000.0
Chevrolet,Suburban Premier,2021,73846,Gasoline,5.3L,Automatic,Midnight Blue Metallic,Jet Black,No,60995.0
Jeep,Gladiator Overland,2020,40000,Gasoline,3.6L,,Gray,Black,No,45000.0
GMC,Yukon XL AT4,2023,9980,Gasoline,5.3L,,Black,Black,No,82000.0
Mazda,Mazda6 Grand Touring Reserve,2019,41997,Gasoline,2.5L,,Black,Black,No,24995.0
Alfa,Romeo Giulia Ti,2021,2000,Gasoline,2.0L,,Blue,Brown,No,39000.0
Mercedes-Benz,CLA-Class CLA 250,2016,42750,Gasoline,2.0L,,Black,Black,Yes,22999.0
BMW,330 330i xDrive,2019,19473,Gasoline,,Automatic,Alpine White,Canberra Beige,No,31698.0
Volkswagen,Beetle 2.0T S,2019,35340,Gasoline,2.0L,,Black,Gray,No,23000.0
Mercedes-Benz,CLK-Class CLK 350,2008,93000,Gasoline,3.5L,,White,Beige,Yes,12000.0
Audi,RS 7 4.0T Prestige,2014,66150,Gasoline,4.0L,,White,Black,Yes,47995.0
Volvo,XC60 Recharge Plug-In Hybrid T8 Inscription,2022,19352,Plug-In Hybrid,2.0L,,Blue,Beige,No,54599.0
Land,Rover Range Rover Supercharged LWB,2020,81000,Gasoline,5.0L,,Black,Black,No,64800.0
Toyota,Sequoia Limited,2011,183000,Gasoline,5.7L,,Gold,Beige,No,16000.0
Jeep,Wrangler X,2004,44000,Gasoline,4.0L,,Green,Green,Yes,24999.0
Audi,S5 3.0T Premium,2021,18100,Gasoline,3.0L,,Gray,Gray,No,51800.0
Land,Rover Range Rover Sport Supercharged,2011,40000,Gasoline,5.0L,,Blue,Brown,Yes,20000.0
Mercedes-Benz,Sprinter 2500,2011,120000,Diesel,3.0L,,Black,Gray,No,31999.0
Toyota,Sequoia Platinum,2023,325,Hybrid,3.4L,,Blue,Gray,No,84997.0
Maserati,Quattroporte S GranLusso,2017,55000,Gasoline,3.0L,,Blue,Black,No,39100.0
Toyota,Land Cruiser Base,1996,233000,–,,,Blue,Gray,No,7500.0
Lamborghini,Aventador SVJ Base,2021,6987,Gasoline,6.5L,,–,Nero Ade,No,749950.0
Ford,Mustang Bullitt,2019,48500,Gasoline,5.0L,,Black,Black,Yes,44999.0
RAM,2500 Tradesman,2018,52000,Diesel,6.7L,,Gray,Black,No,50000.0
Toyota,FJ Cruiser Base,2007,179000,Gasoline,4.0L,,Silver,Black,Yes,17900.0
Dodge,Charger Scat Pack,2019,42626,Gasoline,6.4L,,Silver,Red,No,42000.0
Lexus,GX 460 Base,2018,65900,Gasoline,4.6L,,Gray,Black,Yes,34700.0
Genesis,GV80 2.5T,2022,7523,Gasoline,2.5L,Automatic,Black,Black,No,54543.0
Jaguar,F-PACE 30t R-Sport,2019,34365,Gasoline,,Automatic,Yulong,Ebony,No,59598.0
Kia,Sportage S,2021,16949,Gasoline,2.4L,Automatic,Hyper Red,Black,No,24995.0
Mercedes-Benz,S-Class S 580 4MATIC,2022,7968,Hybrid,4.0L,,White,White,No,104999.0
Porsche,Panamera Base,2018,61000,Gasoline,3.0L,,Gray,Gray,No,57500.0
INFINITI,QX80 Base,2018,100564,Gasoline,5.6L,Automatic,Black,Graphite,No,23105.0
Ford,Maverick Lariat,2022,13700,Hybrid,2.5L,,Blue,Brown,No,39500.0
Kia,Telluride SX,2021,38612,Gasoline,3.8L,Automatic,Ebony Black,Black,No,42242.0
Chevrolet,Colorado Z85,2005,155000,Gasoline,3.5L,,Blue,Gray,Yes,7995.0
Mercedes-Benz,E-Class E 550,2017,56000,Gasoline,4.7L,,Gray,White,No,35750.0
Land,Rover Range Rover Sport SVR,2022,15107,Gasoline,5.0L,Automatic,Santorini Black Metallic,Ebony,No,114900.0
Toyota,Corolla Hybrid LE,2022,44459,Hybrid,1.8L,,Silver,Gray,No,22945.0
Mercedes-Benz,E-Class E 300 4MATIC,2017,31000,Gasoline,2.0L,,Blue,White,Yes,38000.0
